"uri","url","timestamp","post_type","thread_role","decision","reason","confidence","joe_tag","citizens_agenda","normalized_text_duplicate","existing_record_ids"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mqzyqttskc2o","https://bsky.app/profile/jayrosen.bsky.social/post/3mqzyqttskc2o","2026-07-20T00:06:29.653Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mqzzd3ocfc2o","https://bsky.app/profile/jayrosen.bsky.social/post/3mqzzd3ocfc2o","2026-07-20T00:16:41.841Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mqzzo6c4bk2o","https://bsky.app/profile/jayrosen.bsky.social/post/3mqzzo6c4bk2o","2026-07-20T00:22:53.686Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mqzzowdeic2o","https://bsky.app/profile/jayrosen.bsky.social/post/3mqzzowdeic2o","2026-07-20T00:23:18.893Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr2453iylk22","https://bsky.app/profile/jayrosen.bsky.social/post/3mr2453iylk22","2026-07-20T01:07:01.565Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr24oeb63222","https://bsky.app/profile/jayrosen.bsky.social/post/3mr24oeb63222","2026-07-20T01:16:41.172Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr26fynvys2l","https://bsky.app/profile/jayrosen.bsky.social/post/3mr26fynvys2l","2026-07-20T01:47:48.055Z","reply","external_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr26wpu6zc2m","https://bsky.app/profile/jayrosen.bsky.social/post/3mr26wpu6zc2m","2026-07-20T01:57:09.248Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr2bbknxc22j","https://bsky.app/profile/jayrosen.bsky.social/post/3mr2bbknxc22j","2026-07-20T02:39:00.383Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-00001;BSKY-00006;BSKY-00054;BSKY-00055;BSKY-00058;BSKY-00110;BSKY-00111;BSKY-00115;BSKY-00142;BSKY-00155;BSKY-00156;BSKY-00157;BSKY-00188;BSKY-00295;BSKY-00373;BSKY-00374;BSKY-00536;BSKY-00614;BSKY-00615;BSKY-00628;BSKY-00673;BSKY-00677;BSKY-00690;BSKY-00705;BSKY-00706;BSKY-00709;BSKY-00735;BSKY-00736;BSKY-00762;BSKY-00766;BSKY-00780;BSKY-00883;BSKY-00988;BSKY-01007;BSKY-01008;BSKY-01040;BSKY-01046;BSKY-01075;BSKY-01127;BSKY-01230;BSKY-01265;BSKY-01296;BSKY-01299;BSKY-01349;BSKY-01355;BSKY-01373;BSKY-01379;BSKY-01391;BSKY-01396;BSKY-01397;BSKY-01409;BSKY-01482;BSKY-01483;BSKY-01485;BSKY-01486;BSKY-01515;BSKY-01530;BSKY-01532;BSKY-01617;BSKY-01702;BSKY-01739;BSKY-01786;BSKY-01813;BSKY-01844;BSKY-01899;BSKY-01953;BSKY-01969;BSKY-01977;BSKY-01995;BSKY-01997;BSKY-02027;BSKY-02070;BSKY-02071;BSKY-02082;BSKY-02102;BSKY-02103;BSKY-02109;BSKY-02375;BSKY-02389;BSKY-02470;BSKY-02545;BSKY-02548;BSKY-02580;BSKY-02583;BSKY-02636;BSKY-02657;BSKY-02663;BSKY-02678;BSKY-02679;BSKY-02720;BSKY-03074"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr3fqy4bns24","https://bsky.app/profile/jayrosen.bsky.social/post/3mr3fqy4bns24","2026-07-20T13:31:52.506Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr3fytb3fc24","https://bsky.app/profile/jayrosen.bsky.social/post/3mr3fytb3fc24","2026-07-20T13:36:15.857Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr4b4655js24","https://bsky.app/profile/jayrosen.bsky.social/post/3mr4b4655js24","2026-07-20T21:41:18.954Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-00165;BSKY-01419;BSKY-03032"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr6vhsg27k22","https://bsky.app/profile/jayrosen.bsky.social/post/3mr6vhsg27k22","2026-07-21T22:51:03.627Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr736adz3k24","https://bsky.app/profile/jayrosen.bsky.social/post/3mr736adz3k24","2026-07-22T00:33:05.149Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-00072;BSKY-00298;BSKY-00408;BSKY-00621;BSKY-00969;BSKY-01578;BSKY-02101;BSKY-02121"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr736ptx7c24","https://bsky.app/profile/jayrosen.bsky.social/post/3mr736ptx7c24","2026-07-22T00:33:21.402Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-00001;BSKY-00006;BSKY-00054;BSKY-00055;BSKY-00058;BSKY-00110;BSKY-00111;BSKY-00115;BSKY-00142;BSKY-00155;BSKY-00156;BSKY-00157;BSKY-00188;BSKY-00295;BSKY-00373;BSKY-00374;BSKY-00536;BSKY-00614;BSKY-00615;BSKY-00628;BSKY-00673;BSKY-00677;BSKY-00690;BSKY-00705;BSKY-00706;BSKY-00709;BSKY-00735;BSKY-00736;BSKY-00762;BSKY-00766;BSKY-00780;BSKY-00883;BSKY-00988;BSKY-01007;BSKY-01008;BSKY-01040;BSKY-01046;BSKY-01075;BSKY-01127;BSKY-01230;BSKY-01265;BSKY-01296;BSKY-01299;BSKY-01349;BSKY-01355;BSKY-01373;BSKY-01379;BSKY-01391;BSKY-01396;BSKY-01397;BSKY-01409;BSKY-01482;BSKY-01483;BSKY-01485;BSKY-01486;BSKY-01515;BSKY-01530;BSKY-01532;BSKY-01617;BSKY-01702;BSKY-01739;BSKY-01786;BSKY-01813;BSKY-01844;BSKY-01899;BSKY-01953;BSKY-01969;BSKY-01977;BSKY-01995;BSKY-01997;BSKY-02027;BSKY-02070;BSKY-02071;BSKY-02082;BSKY-02102;BSKY-02103;BSKY-02109;BSKY-02375;BSKY-02389;BSKY-02470;BSKY-02545;BSKY-02548;BSKY-02580;BSKY-02583;BSKY-02636;BSKY-02657;BSKY-02663;BSKY-02678;BSKY-02679;BSKY-02720;BSKY-03074"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr73eaexr224","https://bsky.app/profile/jayrosen.bsky.social/post/3mr73eaexr224","2026-07-22T00:36:26.509Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr73ncmsp224","https://bsky.app/profile/jayrosen.bsky.social/post/3mr73ncmsp224","2026-07-22T00:41:30.852Z","reply","self_thread_reply","context_only","routine_correction_acknowledgement","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mr77mdzjik2f","https://bsky.app/profile/jayrosen.bsky.social/post/3mr77mdzjik2f","2026-07-22T01:52:33.729Z","quote","root","admit","quote_adds_substantive_commentary","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrdcgezpgc2u","https://bsky.app/profile/jayrosen.bsky.social/post/3mrdcgezpgc2u","2026-07-23T16:53:33.636Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mre6tm4pfk2n","https://bsky.app/profile/jayrosen.bsky.social/post/3mre6tm4pfk2n","2026-07-24T01:22:02.040Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrfg5onrok2h","https://bsky.app/profile/jayrosen.bsky.social/post/3mrfg5onrok2h","2026-07-24T13:05:36.185Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-00001;BSKY-00006;BSKY-00054;BSKY-00055;BSKY-00058;BSKY-00110;BSKY-00111;BSKY-00115;BSKY-00142;BSKY-00155;BSKY-00156;BSKY-00157;BSKY-00188;BSKY-00295;BSKY-00373;BSKY-00374;BSKY-00536;BSKY-00614;BSKY-00615;BSKY-00628;BSKY-00673;BSKY-00677;BSKY-00690;BSKY-00705;BSKY-00706;BSKY-00709;BSKY-00735;BSKY-00736;BSKY-00762;BSKY-00766;BSKY-00780;BSKY-00883;BSKY-00988;BSKY-01007;BSKY-01008;BSKY-01040;BSKY-01046;BSKY-01075;BSKY-01127;BSKY-01230;BSKY-01265;BSKY-01296;BSKY-01299;BSKY-01349;BSKY-01355;BSKY-01373;BSKY-01379;BSKY-01391;BSKY-01396;BSKY-01397;BSKY-01409;BSKY-01482;BSKY-01483;BSKY-01485;BSKY-01486;BSKY-01515;BSKY-01530;BSKY-01532;BSKY-01617;BSKY-01702;BSKY-01739;BSKY-01786;BSKY-01813;BSKY-01844;BSKY-01899;BSKY-01953;BSKY-01969;BSKY-01977;BSKY-01995;BSKY-01997;BSKY-02027;BSKY-02070;BSKY-02071;BSKY-02082;BSKY-02102;BSKY-02103;BSKY-02109;BSKY-02375;BSKY-02389;BSKY-02470;BSKY-02545;BSKY-02548;BSKY-02580;BSKY-02583;BSKY-02636;BSKY-02657;BSKY-02663;BSKY-02678;BSKY-02679;BSKY-02720;BSKY-03074"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrfmp5dcs22v","https://bsky.app/profile/jayrosen.bsky.social/post/3mrfmp5dcs22v","2026-07-24T15:02:44.443Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrfqvngcfc22","https://bsky.app/profile/jayrosen.bsky.social/post/3mrfqvngcfc22","2026-07-24T16:17:57.616Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrgubvmkx22w","https://bsky.app/profile/jayrosen.bsky.social/post/3mrgubvmkx22w","2026-07-25T02:51:09.828Z","original","root","needs_review","missing_context_needs_review","0.55","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrpopem4o22n","https://bsky.app/profile/jayrosen.bsky.social/post/3mrpopem4o22n","2026-07-28T15:05:16.943Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrprpaz2ks2p","https://bsky.app/profile/jayrosen.bsky.social/post/3mrprpaz2ks2p","2026-07-28T15:58:54.391Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrpuj4myb22n","https://bsky.app/profile/jayrosen.bsky.social/post/3mrpuj4myb22n","2026-07-28T16:49:09.704Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrqypmuuq22l","https://bsky.app/profile/jayrosen.bsky.social/post/3mrqypmuuq22l","2026-07-29T03:37:02.775Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrr2gsnpys2a","https://bsky.app/profile/jayrosen.bsky.social/post/3mrr2gsnpys2a","2026-07-29T04:07:54.322Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrr3bonygs2a","https://bsky.app/profile/jayrosen.bsky.social/post/3mrr3bonygs2a","2026-07-29T04:22:56.109Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrr4vidjhs2y","https://bsky.app/profile/jayrosen.bsky.social/post/3mrr4vidjhs2y","2026-07-29T04:51:54.307Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrrxxv6jpc2p","https://bsky.app/profile/jayrosen.bsky.social/post/3mrrxxv6jpc2p","2026-07-29T12:56:25.909Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrsvqjwuac25","https://bsky.app/profile/jayrosen.bsky.social/post/3mrsvqjwuac25","2026-07-29T21:49:11.491Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mruoudyjpk24","https://bsky.app/profile/jayrosen.bsky.social/post/3mruoudyjpk24","2026-07-30T14:51:22.761Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mruqmt2je22u","https://bsky.app/profile/jayrosen.bsky.social/post/3mruqmt2je22u","2026-07-30T15:22:57.608Z","reply","self_thread_reply","context_only","brief_factual_answer_only","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mrvi4ckzm22n","https://bsky.app/profile/jayrosen.bsky.social/post/3mrvi4ckzm22n","2026-07-30T22:23:13.257Z","reply","external_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3ms2a7nikmk24","https://bsky.app/profile/jayrosen.bsky.social/post/3ms2a7nikmk24","2026-08-01T19:45:14.130Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3ms2s35g6kk26","https://bsky.app/profile/jayrosen.bsky.social/post/3ms2s35g6kk26","2026-08-02T01:04:50.404Z","quote","root","admit","quote_adds_substantive_commentary","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3ms4qpq6gtc2v","https://bsky.app/profile/jayrosen.bsky.social/post/3ms4qpq6gtc2v","2026-08-02T19:45:53.160Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3ms7hio6yv22e","https://bsky.app/profile/jayrosen.bsky.social/post/3ms7hio6yv22e","2026-08-03T21:38:51.739Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msbbmyands2e","https://bsky.app/profile/jayrosen.bsky.social/post/3msbbmyands2e","2026-08-04T14:59:13.522Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msbdqfgv4k25","https://bsky.app/profile/jayrosen.bsky.social/post/3msbdqfgv4k25","2026-08-04T15:36:55.500Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msbe235uic25","https://bsky.app/profile/jayrosen.bsky.social/post/3msbe235uic25","2026-08-04T15:42:20.263Z","reply","external_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msbeukmoak2v","https://bsky.app/profile/jayrosen.bsky.social/post/3msbeukmoak2v","2026-08-04T15:57:08.896Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msccqyzjd22u","https://bsky.app/profile/jayrosen.bsky.social/post/3msccqyzjd22u","2026-08-05T00:52:02.035Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msgenkhzyc2s","https://bsky.app/profile/jayrosen.bsky.social/post/3msgenkhzyc2s","2026-08-06T15:36:32.550Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msgkd6d7xs25","https://bsky.app/profile/jayrosen.bsky.social/post/3msgkd6d7xs25","2026-08-06T17:18:06.723Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msgpoiqwsk2j","https://bsky.app/profile/jayrosen.bsky.social/post/3msgpoiqwsk2j","2026-08-06T18:53:55.465Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msgprss5ss2u","https://bsky.app/profile/jayrosen.bsky.social/post/3msgprss5ss2u","2026-08-06T18:55:46.654Z","reply","external_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msgqydmuo22j","https://bsky.app/profile/jayrosen.bsky.social/post/3msgqydmuo22j","2026-08-06T19:17:19.377Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-00036;BSKY-00056;BSKY-00243;BSKY-00362;BSKY-00422;BSKY-00429;BSKY-00443;BSKY-00540;BSKY-00551;BSKY-00578;BSKY-00587;BSKY-00627;BSKY-00634;BSKY-00739;BSKY-00757;BSKY-00970;BSKY-01031;BSKY-01175;BSKY-01193;BSKY-01238;BSKY-01290;BSKY-01341;BSKY-01357;BSKY-01368;BSKY-01388;BSKY-01402;BSKY-01442;BSKY-01484;BSKY-01518;BSKY-01565;BSKY-01728;BSKY-01889;BSKY-01923;BSKY-02023;BSKY-02045;BSKY-02054;BSKY-02324;TWTR-20183;BSKY-03082;BSKY-03089;BSKY-03118;BSKY-03121;BSKY-03130"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msh3ultzac2e","https://bsky.app/profile/jayrosen.bsky.social/post/3msh3ultzac2e","2026-08-06T22:32:04.929Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msh7acsb4c2e","https://bsky.app/profile/jayrosen.bsky.social/post/3msh7acsb4c2e","2026-08-06T23:32:19.326Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mshbrmae4c2u","https://bsky.app/profile/jayrosen.bsky.social/post/3mshbrmae4c2u","2026-08-07T00:17:47.127Z","original","root","needs_review","image_context_needs_review","0.55","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msheywatic2e","https://bsky.app/profile/jayrosen.bsky.social/post/3msheywatic2e","2026-08-07T01:15:33.740Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msistrpbjs2e","https://bsky.app/profile/jayrosen.bsky.social/post/3msistrpbjs2e","2026-08-07T14:55:53.322Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msitjg2he22j","https://bsky.app/profile/jayrosen.bsky.social/post/3msitjg2he22j","2026-08-07T15:07:59.304Z","reply","external_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msiu6ye2k22j","https://bsky.app/profile/jayrosen.bsky.social/post/3msiu6ye2k22j","2026-08-07T15:20:03.136Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msiuxpsukc2a","https://bsky.app/profile/jayrosen.bsky.social/post/3msiuxpsukc2a","2026-08-07T15:33:53.044Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msiveiw7fk2a","https://bsky.app/profile/jayrosen.bsky.social/post/3msiveiw7fk2a","2026-08-07T15:41:02.022Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msiylggcbk2a","https://bsky.app/profile/jayrosen.bsky.social/post/3msiylggcbk2a","2026-08-07T16:38:35.510Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msiyqsfhtk2a","https://bsky.app/profile/jayrosen.bsky.social/post/3msiyqsfhtk2a","2026-08-07T16:41:35.839Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msiztd4bgc2a","https://bsky.app/profile/jayrosen.bsky.social/post/3msiztd4bgc2a","2026-08-07T17:00:54.213Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msizzuvml22a","https://bsky.app/profile/jayrosen.bsky.social/post/3msizzuvml22a","2026-08-07T17:04:34.195Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mslhpq6ves2u","https://bsky.app/profile/jayrosen.bsky.social/post/3mslhpq6ves2u","2026-08-08T16:14:45.574Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msli5dynzk2u","https://bsky.app/profile/jayrosen.bsky.social/post/3msli5dynzk2u","2026-08-08T16:22:22.550Z","reply","self_thread_reply","admit","substantive_reply_adds_source_provenance","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msljm6cass2j","https://bsky.app/profile/jayrosen.bsky.social/post/3msljm6cass2j","2026-08-08T16:48:33.628Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msm2uch2ec22","https://bsky.app/profile/jayrosen.bsky.social/post/3msm2uch2ec22","2026-08-08T21:57:20.029Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msma664idk2u","https://bsky.app/profile/jayrosen.bsky.social/post/3msma664idk2u","2026-08-08T23:32:19.741Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msnz2fd6w22n","https://bsky.app/profile/jayrosen.bsky.social/post/3msnz2fd6w22n","2026-08-09T16:30:16.367Z","reply","external_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msoixacclk2u","https://bsky.app/profile/jayrosen.bsky.social/post/3msoixacclk2u","2026-08-09T21:14:50.299Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msqduit7oc27","https://bsky.app/profile/jayrosen.bsky.social/post/3msqduit7oc27","2026-08-10T14:49:09.343Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msqersaql22b","https://bsky.app/profile/jayrosen.bsky.social/post/3msqersaql22b","2026-08-10T15:05:32.307Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-00147;BSKY-00896;BSKY-01469;BSKY-01875;BSKY-02387"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msqfj64voc22","https://bsky.app/profile/jayrosen.bsky.social/post/3msqfj64voc22","2026-08-10T15:18:36.517Z","reply","external_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msqno6pnjk2a","https://bsky.app/profile/jayrosen.bsky.social/post/3msqno6pnjk2a","2026-08-10T17:44:34.826Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
